+--------------------+---------------+--------------+----------+------------------+------+------+------+-----------------+------------+
|             country|poverty_percent|gdp_per_capita|population|years_of_education|   sex|height|weight|            sport|TieneMedalla|
|             Lebanon|            0.0|       12972.0|   6714281|               8.6|  male|  1.88|  80.0|        athletics|           0|
|        South Africa|        19.0491|       12139.0|  56207649|              10.1|  male|  1.76|  74.0|        athletics|           0|
|               Japan|      0.7278879|       37465.0| 127763267|              12.7|  male|   1.8|  73.0|        athletics|           0|
|             Bahrain|            0.0|       41078.0|   1425793|               9.5|  male|  1.77|  63.0|        athletics|           0|
|           Venezuela|           82.0|       15219.0|  29851249|              12.8|  male|  1.99|  88.0|        athletics|           0|
|              Mexico|       2.158935|       16133.0| 123333379|               8.6|  male|  1.91|  78.0|        athletics|           0|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|  1.93|  80.0|        athletics|           0|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.82|  82.0|        athletics|           0|
|             Finland|     0.04643161|       37239.0|   5497714|              12.4|  male|   1.8|  62.0|        athletics|           0|
|             Bahrain|            0.0|       41078.0|   1425793|               9.5|  male|  1.62|  59.0|        athletics|           0|
|             Ireland|      0.1311761|       56597.0|   4695790|              12.5|  male|  1.75|  62.0|        athletics|           0|
|           Australia|      0.4984838|       48845.0|  24262710|              12.9|  male|  1.98|  91.0|        athletics|           0|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.85|  84.0|        athletics|           0|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.78|  74.0|        athletics|           0|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|  1.73|  61.0|        athletics|           0|
|              Greece|        1.05405|       22574.0|  10615183|              10.8|  male|  1.78|  63.0|        athletics|           0|
|               Kenya|       36.52142|        3169.0|  49051531|               6.4|  male|  1.67|  60.0|        athletics|           0|
|              Turkey|       0.202717|       17906.0|  79827868|               8.0|  male|  1.75|  54.0|        athletics|           0|
|             Bahrain|            0.0|       41078.0|   1425793|               9.5|  male|  1.82|  70.0|        athletics|           0|
|             Algeria|      0.3268976|       14331.0|  40551398|               8.0|  male|  1.78|  63.0|        athletics|           0|
|             Belarus|            0.0|       17628.0|   9445638|              12.3|  male|  1.72|  65.0|        athletics|           0|
|Saint Kitts and N...|            1.8|       18810.0|     51629|              13.8|  male|  1.87|  71.0|        athletics|           0|
|              Panama|        2.19565|       21449.0|   4037073|              10.0|  male|  1.81|  76.0|        athletics|           0|
|               Kenya|       36.52142|        3169.0|  49051531|               6.4|  male|  1.67|  59.0|        athletics|           0|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|  1.81|  60.0|        athletics|           0|
|               Spain|       1.169434|       30110.0|  46634131|               9.8|  male|  1.79|  63.0|        athletics|           0|
|               Spain|       1.169434|       30110.0|  46634131|               9.8|  male|  1.77|  69.0|        athletics|           0|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.96|  84.0|        athletics|           0|
|             Senegal|       32.47264|        2403.0|  14993514|               2.9|  male|   1.8|  80.0|        athletics|           0|
|            Ethiopia|       28.98309|        1635.0| 103603461|               2.7|  male|  1.83|  68.0|        athletics|           0|
|        Turkmenistan|       2.729222|       23813.0|   5662371|               9.8|  male|   1.9| 117.0|        athletics|           0|
|             Eritrea|           50.0|        655.42|   3376558|               5.0|  male|  1.77|  59.0|        athletics|           0|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|  1.81|  82.0|        athletics|           0|
|Bosnia and Herzeg...|     0.05898651|        9746.0|   3386263|               9.7|  male|  1.87|  77.0|        athletics|           0|
|             Algeria|      0.3268976|       14331.0|  40551398|               8.0|  male|  1.75|  65.0|        athletics|           0|
|             Tunisia|      0.2461845|       11073.0|  11303942|               7.1|  male|  1.76|  63.0|        athletics|           0|
|        South Africa|        19.0491|       12139.0|  56207649|              10.1|  male|  1.87|  71.0|        athletics|           0|
|             Denmark|       0.278387|       44836.0|   5711346|              12.6|  male|  1.78|  65.0|        athletics|           0|
|             Belarus|            0.0|       17628.0|   9445638|              12.3|  male|  1.89|  74.0|        athletics|           0|
|         Puerto Rico|           25.8|       35082.0|   3283121|              11.9|  male|  1.77|  64.0|        athletics|           0|
|             Ecuador|       3.577468|       10527.0|  16491116|               8.7|  male|   1.7|  66.0|        athletics|           0|
|            Colombia|       4.528075|       13326.0|  48175048|               8.3|  male|  1.64|  64.0|        athletics|           0|
|             Uruguay|     0.07511552|       19468.0|   3424139|               8.7|  male|  1.78|  78.0|        athletics|           0|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|  male|  1.75|  64.0|        athletics|           0|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|  1.99| 113.0|        athletics|           0|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|  male|   1.9|  84.0|        athletics|           0|
|             Jamaica|       1.836437|        7084.0|   2906242|               9.8|  male|  1.85|  82.0|        athletics|           0|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|  male|  1.82|  71.0|        athletics|           0|
|          Uzbekistan|       13.62555|       10381.0|  31441753|              11.4|  male|  1.69|  62.0|        athletics|           0|
|           Lithuania|       1.270506|       24743.0|   2889555|              13.0|  male|   2.0| 130.0|        athletics|           0|
|             Ukraine|            0.0|        9214.0|  44713708|              11.3|  male|  1.94|  80.0|        athletics|           0|
|               India|       12.23808|        6125.0|1324517250|               6.4|  male|  1.77|  75.0|        athletics|           0|
|             Jamaica|       1.836437|        7084.0|   2906242|               9.8|  male|  1.88|  86.0|        athletics|           0|
|               Spain|       1.169434|       30110.0|  46634131|               9.8|female|   1.8|  62.0|        athletics|           0|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.61|  49.0|        athletics|           0|
|            Ethiopia|       28.98309|        1635.0| 103603461|               2.7|female|  1.65|  54.0|        athletics|           0|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|female|  1.66|  52.0|        athletics|           0|
|             Nigeria|       42.01507|        5360.0| 185960244|               6.2|female|  1.62|  65.0|        athletics|           0|
|              France|     0.05812588|       37124.0|  64667590|              11.5|female|  1.67|  58.0|        athletics|           0|
|              Poland|    0.004540368|       24838.0|  37989218|              12.2|female|  1.68|  54.0|        athletics|           0|
|              Poland|    0.004540368|       24838.0|  37989218|              12.2|female|   1.6|  47.0|        athletics|           0|
|              Poland|    0.004540368|       24838.0|  37989218|              12.2|female|  1.65|  51.0|        athletics|           0|
|              Latvia|      0.6330571|       22092.0|   1974265|              12.8|female|  1.79|  68.0|        athletics|           0|
|           Venezuela|           82.0|       15219.0|  29851249|              12.8|female|   1.8|  99.0|        athletics|           0|
|           Lithuania|       1.270506|       24743.0|   2889555|              13.0|female|  1.87|  63.0|        athletics|           0|
|             Jamaica|       1.836437|        7084.0|   2906242|               9.8|female|  1.62|  50.0|        athletics|           0|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.73|  61.0|        athletics|           0|
|         Switzerland|     0.03427533|       59662.0|   8379915|              13.4|female|  1.68|  56.0|        athletics|           0|
|            Barbados|         19.356|       12003.0|    285798|              10.6|female|  1.86|  77.0|        athletics|           0|
|         New Zealand|            7.0|       34295.0|   4659265|              18.8|female|  1.63|  52.0|        athletics|           0|
|           Australia|      0.4984838|       48845.0|  24262710|              12.9|female|  1.71|  59.0|        athletics|           0|
|              Mexico|       2.158935|       16133.0| 123333379|               8.6|female|  1.65|  57.0|        athletics|           0|
|          Kazakhstan|     0.01151561|       23842.0|  17830902|              11.7|female|  1.68|  58.0|        athletics|           0|
|             Belarus|            0.0|       17628.0|   9445638|              12.3|female|  1.82|  95.0|        athletics|           0|
|             Belarus|            0.0|       17628.0|   9445638|              12.3|female|  1.78|  87.0|        athletics|           0|
|               Spain|       1.169434|       30110.0|  46634131|               9.8|female|  1.65|  50.0|        athletics|           0|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|female|  1.88|  70.0|        athletics|           0|
|             Germany|            0.0|       44689.0|  82193770|              14.1|female|  1.81|  70.0|        athletics|           0|
|              France|     0.05812588|       37124.0|  64667590|              11.5|female|   1.7|  82.0|        athletics|           0|
|             Germany|            0.0|       44689.0|  82193770|              14.1|female|   1.8|  64.0|        athletics|           0|
|United Arab Emirates|            0.0|       75876.0|   9360975|              10.8|female|  1.58|  54.0|        athletics|           0|
|               Kenya|       36.52142|        3169.0|  49051531|               6.4|female|  1.52|  54.0|        athletics|           0|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|female|  1.65|  57.0|        athletics|           0|
|             Namibia|       14.13244|        9376.0|   2358044|               6.8|female|  1.66|  53.0|        athletics|           0|
|             Ukraine|            0.0|        9214.0|  44713708|              11.3|female|  1.75|  65.0|        athletics|           0|
|             Ukraine|            0.0|        9214.0|  44713708|              11.3|female|   1.8|  67.0|        athletics|           0|
|             Belarus|            0.0|       17628.0|   9445638|              12.3|female|  1.64|  57.0|        athletics|           0|
|             Belarus|            0.0|       17628.0|   9445638|              12.3|female|   1.8|  76.0|        athletics|           0|
|              Guyana|       6.640709|       11290.0|    771363|               8.4|female|  1.63|  53.0|        athletics|           0|
|         Puerto Rico|           25.8|       35082.0|   3283121|              11.9|female|  1.71|  59.0|        athletics|           0|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|female|  1.72|  67.0|        athletics|           0|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|female|  1.55|  43.0|        athletics|           0|
|        South Africa|        19.0491|       12139.0|  56207649|              10.1|female|  1.76|  63.0|        athletics|           0|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|female|  1.55|  68.0|        athletics|           0|
|             Nigeria|       42.01507|        5360.0| 185960244|               6.2|female|  1.64|  61.0|        athletics|           0|
|             Armenia|       1.162991|       10080.0|   2936147|              11.7|female|   1.7|  56.0|        athletics|           0|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.71|  90.0|        athletics|           0|
|             Algeria|      0.3268976|       14331.0|  40551398|               8.0|female|  1.65|  55.0|        athletics|           0|
|               Sudan|       10.62583|        3651.0|  39847433|               3.6|female|  1.75|  59.0|        athletics|           0|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.63|  45.0|        athletics|           0|
|             Senegal|       32.47264|        2403.0|  14993514|               2.9|female|  1.75|  80.0|        athletics|           0|
|            Portugal|       0.374637|       25346.0|  10325540|               9.2|female|  1.63|  48.0|        athletics|           0|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|female|  1.58|  56.0|        athletics|           0|
|            Portugal|       0.374637|       25346.0|  10325540|               9.2|female|  1.66|  53.0|        athletics|           0|
|  Dominican Republic|       1.636527|       14489.0|  10397738|               7.8|female|  1.68|  56.0|        athletics|           0|
|             Croatia|      0.6206112|       20376.0|   4208611|              11.3|female|  1.78|  57.0|        athletics|           0|
|             Belarus|            0.0|       17628.0|   9445638|              12.3|female|  1.61|  45.0|        athletics|           0|
|          Kazakhstan|     0.01151561|       23842.0|  17830902|              11.7|female|  1.67|  54.0|        athletics|           0|
|          Kazakhstan|     0.01151561|       23842.0|  17830902|              11.7|female|  1.74|  55.0|        athletics|           0|
|          Kazakhstan|     0.01151561|       23842.0|  17830902|              11.7|female|  1.76|  60.0|        athletics|           0|
|         Netherlands|     0.04591711|       45600.0|  16981285|              12.1|female|  1.64|  46.0|        athletics|           0|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.63|  58.0|        athletics|           0|
|             Croatia|      0.6206112|       20376.0|   4208611|              11.3|female|  1.68|  62.0|        athletics|           0|
|             Austria|      0.6640635|       41445.0|   8747306|              12.1|female|  1.74|  53.0|        athletics|           0|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|female|  1.52|  46.0|        athletics|           0|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|female|  1.78|  97.0|        athletics|           0|
|        South Africa|        19.0491|       12139.0|  56207649|              10.1|female|  1.67|  55.0|        athletics|           0|
|             Bolivia|       7.465656|        6355.0|  11031822|               8.9|female|   1.6|  54.0|        athletics|           0|
|         New Zealand|            7.0|       34295.0|   4659265|              18.8|female|  1.68|  58.0|        athletics|           0|
|             Ecuador|       3.577468|       10527.0|  16491116|               8.7|female|  1.63|  56.0|        athletics|           0|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|female|   1.7|  62.0|        athletics|           0|
|              Sweden|      0.2614527|       44659.0|   9836003|              12.4|female|  1.63|  52.0|        athletics|           0|
|         Switzerland|     0.03427533|       59662.0|   8379915|              13.4|female|  1.69|  65.0|        athletics|           0|
|              Poland|    0.004540368|       24838.0|  37989218|              12.2|female|   1.7|  56.0|        athletics|           0|
|            Colombia|       4.528075|       13326.0|  48175048|               8.3|female|  1.58|  46.0|        athletics|           0|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|female|  1.75|  64.0|        athletics|           0|
|             Iceland|            0.0|       42085.0|    332209|              12.4|female|  1.72|  49.0|        athletics|           0|
|             Germany|            0.0|       44689.0|  82193770|              14.1|female|   1.6|  48.0|        athletics|           0|
|               Japan|      0.7278879|       37465.0| 127763267|              12.7|female|  1.65|  50.0|        athletics|           0|
|             Denmark|       0.278387|       44836.0|   5711346|              12.6|female|  1.66|  52.0|        athletics|           0|
|             Germany|            0.0|       44689.0|  82193770|              14.1|female|  1.65|  48.0|        athletics|           0|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|female|  1.68|  44.0|        athletics|           0|
|              Poland|    0.004540368|       24838.0|  37989218|              12.2|female|  1.77|  59.0|        athletics|           0|
|               Spain|       1.169434|       30110.0|  46634131|               9.8|  male|  1.93|  89.0|       volleyball|           0|
|               Egypt|       2.366573|       11351.0|  94447071|               7.2|  male|   2.1|  88.0|       volleyball|           0|
|               Egypt|       2.366573|       11351.0|  94447071|               7.2|  male|  1.88|  89.0|       volleyball|           0|
|               Egypt|       2.366573|       11351.0|  94447071|               7.2|  male|  1.97|  87.0|       volleyball|           0|
|               Egypt|       2.366573|       11351.0|  94447071|               7.2|  male|  1.94|  92.0|       volleyball|           0|
|               Egypt|       2.366573|       11351.0|  94447071|               7.2|  male|  1.97|  80.0|       volleyball|           0|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|  1.82|  83.0|       volleyball|           0|
|                Cuba|          26.54|        8000.0|  11335108|              14.3|  male|  1.91|  80.0|       volleyball|           0|
|                Iran|      0.3843361|       16783.0|  79563991|               9.8|  male|  1.95|  88.0|       volleyball|           0|
|              Latvia|      0.6330571|       22092.0|   1974265|              12.8|  male|  1.96|  98.0|       volleyball|           0|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|   2.0|  94.0|       volleyball|           0|
|             Austria|      0.6640635|       41445.0|   8747306|              12.1|  male|  1.86|  88.0|       volleyball|           0|
|             Austria|      0.6640635|       41445.0|   8747306|              12.1|  male|  1.79|  64.0|       volleyball|           0|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|  male|   2.1|  90.0|       volleyball|           0|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|  male|  1.83|  79.0|       volleyball|           0|
|           Argentina|       1.070877|       18875.0|  43508459|             10.95|  male|  1.84|  85.0|       volleyball|           0|
|                Iran|      0.3843361|       16783.0|  79563991|               9.8|  male|  2.02|  90.0|       volleyball|           0|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|  male|  2.02| 105.0|       volleyball|           0|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|   2.0| 102.0|       volleyball|           0|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|  male|  1.88|  80.0|       volleyball|           0|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|  male|  2.08|  96.0|       volleyball|           0|
|               Egypt|       2.366573|       11351.0|  94447071|               7.2|  male|  1.86|  86.0|       volleyball|           0|
|               Egypt|       2.366573|       11351.0|  94447071|               7.2|  male|  1.95|  91.0|       volleyball|           0|
|              Poland|    0.004540368|       24838.0|  37989218|              12.2|  male|  2.01|  84.0|       volleyball|           0|
|              Poland|    0.004540368|       24838.0|  37989218|              12.2|  male|  2.05|  87.0|       volleyball|           0|
|              Poland|    0.004540368|       24838.0|  37989218|              12.2|  male|   1.9|  88.0|       volleyball|           0|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|  male|   2.0|  92.0|       volleyball|           0|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.83|  73.0|       volleyball|           0|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|  male|  1.84|  84.0|       volleyball|           0|
|           Argentina|       1.070877|       18875.0|  43508459|             10.95|  male|  1.98|  87.0|       volleyball|           0|
|              Mexico|       2.158935|       16133.0| 123333379|               8.6|  male|  1.96|  95.0|       volleyball|           0|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|  1.99|  88.0|       volleyball|           0|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|  male|  1.95|  88.0|       volleyball|           0|
|               Qatar|            0.0|      156299.0|   2654379|              12.0|  male|  1.94|  77.0|       volleyball|           0|
|             Tunisia|      0.2461845|       11073.0|  11303942|               7.1|  male|  1.94|  93.0|       volleyball|           0|
|         Netherlands|     0.04591711|       45600.0|  16981285|              12.1|  male|  2.11| 104.0|       volleyball|           0|
|             Austria|      0.6640635|       41445.0|   8747306|              12.1|  male|  1.99|  85.0|       volleyball|           0|
|           Argentina|       1.070877|       18875.0|  43508459|             10.95|  male|  1.95|  94.0|       volleyball|           0|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|  male|  2.07|  98.0|       volleyball|           0|
|              Mexico|       2.158935|       16133.0| 123333379|               8.6|  male|  1.97|  94.0|       volleyball|           0|
|                Cuba|          26.54|        8000.0|  11335108|              14.3|  male|  2.02|  90.0|       volleyball|           0|
|              Poland|    0.004540368|       24838.0|  37989218|              12.2|  male|  1.98|  93.0|       volleyball|           0|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|female|  1.87|  65.0|       volleyball|           0|
|            Cameroon|       23.96946|        2828.0|  23926549|               6.3|female|   1.8|  67.0|       volleyball|           0|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|female|  1.84|  68.0|       volleyball|           0|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|female|   1.8|  74.0|       volleyball|           0|
|         Puerto Rico|           25.8|       35082.0|   3283121|              11.9|female|  1.89|  75.0|       volleyball|           0|
|           Argentina|       1.070877|       18875.0|  43508459|             10.95|female|  1.73|  66.0|       volleyball|           0|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.92|  69.0|       volleyball|           0|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|female|  1.95|  75.0|       volleyball|           0|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.75|  59.0|       volleyball|           0|
|         Netherlands|     0.04591711|       45600.0|  16981285|              12.1|female|   1.9|  73.0|       volleyball|           0|
|         Switzerland|     0.03427533|       59662.0|   8379915|              13.4|female|  1.85|  70.0|       volleyball|           0|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|female|   1.8|  75.0|       volleyball|           0|
|               Japan|      0.7278879|       37465.0| 127763267|              12.7|female|  1.64|  52.0|       volleyball|           0|
|         Puerto Rico|           25.8|       35082.0|   3283121|              11.9|female|   1.8|  63.0|       volleyball|           0|
|            Cameroon|       23.96946|        2828.0|  23926549|               6.3|female|  1.83|  76.0|       volleyball|           0|
|            Cameroon|       23.96946|        2828.0|  23926549|               6.3|female|  1.82|  75.0|       volleyball|           0|
|             Germany|            0.0|       44689.0|  82193770|              14.1|female|  1.86|  78.0|       volleyball|           0|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.73|  69.0|       volleyball|           0|
|         Netherlands|     0.04591711|       45600.0|  16981285|              12.1|female|   1.9|  90.0|       volleyball|           0|
|            Cameroon|       23.96946|        2828.0|  23926549|               6.3|female|  1.84|  80.0|       volleyball|           0|
|           Argentina|       1.070877|       18875.0|  43508459|             10.95|female|  1.74|  67.0|       volleyball|           0|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|female|  1.95|  73.0|       volleyball|           0|
|         Puerto Rico|           25.8|       35082.0|   3283121|              11.9|female|  1.85|  65.0|       volleyball|           0|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|female|  1.83|  71.0|       volleyball|           0|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  2.02|  82.0|       volleyball|           0|
|         Netherlands|     0.04591711|       45600.0|  16981285|              12.1|female|  1.84|  68.0|       volleyball|           0|
|         Puerto Rico|           25.8|       35082.0|   3283121|              11.9|female|  1.66|  61.0|       volleyball|           0|
|         Puerto Rico|           25.8|       35082.0|   3283121|              11.9|female|  1.91|  80.0|       volleyball|           0|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|   1.8|  62.0|       volleyball|           0|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.78|  64.0|       volleyball|           0|
|             Hungary|       1.330806|       23279.0|   9752970|              11.9|  male|  1.81|  75.0|modern pentathlon|           0|
|               Egypt|       2.366573|       11351.0|  94447071|               7.2|  male|  1.85|  75.0|modern pentathlon|           0|
|             Ukraine|            0.0|        9214.0|  44713708|              11.3|  male|  1.78|  72.0|modern pentathlon|           0|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|female|  1.66|  53.0|modern pentathlon|           0|
|             Belarus|            0.0|       17628.0|   9445638|              12.3|female|  1.63|  57.0|modern pentathlon|           0|
|             Ukraine|            0.0|        9214.0|  44713708|              11.3|female|  1.78|  68.0|modern pentathlon|           0|
|               Spain|       1.169434|       30110.0|  46634131|               9.8|  male|  1.88|  80.0|           tennis|           0|
|             Belarus|            0.0|       17628.0|   9445638|              12.3|  male|  1.84|  94.0|           tennis|           0|
|             Austria|      0.6640635|       41445.0|   8747306|              12.1|  male|  1.82|  80.0|           tennis|           0|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|   1.8|  75.0|           tennis|           0|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|   1.9|  75.0|           tennis|           0|
|            Slovakia|       1.331123|       25364.0|   5442001|              12.5|  male|   1.8|  72.0|           tennis|           0|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|  male|  1.85|  72.0|           tennis|           0|
|              Poland|    0.004540368|       24838.0|  37989218|              12.2|female|  1.73|  59.0|           tennis|           0|
|              France|     0.05812588|       37124.0|  64667590|              11.5|female|  1.73|  63.0|           tennis|           0|
|             Croatia|      0.6206112|       20376.0|   4208611|              11.3|female|  1.74|  73.0|           tennis|           0|
|               Spain|       1.169434|       30110.0|  46634131|               9.8|female|  1.69|  59.0|           tennis|           0|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.77|  75.0|           tennis|           0|
|             Germany|            0.0|       44689.0|  82193770|              14.1|female|   1.8|  70.0|           tennis|           0|
|            Slovakia|       1.331123|       25364.0|   5442001|              12.5|female|  1.76|  63.0|           tennis|           0|
|             Germany|            0.0|       44689.0|  82193770|              14.1|female|   1.8|  73.0|           tennis|           0|
|             Algeria|      0.3268976|       14331.0|  40551398|               8.0|  male|  1.83|  90.0|             judo|           0|
|          Uzbekistan|       13.62555|       10381.0|  31441753|              11.4|  male|   1.9| 132.0|             judo|           0|
|               Egypt|       2.366573|       11351.0|  94447071|               7.2|  male|  1.65|  60.0|             judo|           0|
|               Niger|       43.39908|         925.0|  20788789|               1.9|  male|   1.8|  73.0|             judo|           0|
|             Georgia|        3.80347|       10899.0|   4015457|              12.8|  male|  1.89| 130.0|             judo|           0|
|            Slovenia|            0.0|       26908.0|   2074205|              12.3|  male|   1.7|  69.0|             judo|           0|
|                Cuba|          26.54|        8000.0|  11335108|              14.3|  male|  1.86| 110.0|             judo|           0|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|  1.74|  73.0|             judo|           0|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.84|  90.0|             judo|           0|
|                Iran|      0.3843361|       16783.0|  79563991|               9.8|  male|  1.82|  66.0|             judo|           0|
|             Georgia|        3.80347|       10899.0|   4015457|              12.8|  male|  1.62|  64.0|             judo|           0|
|            Djibouti|        17.9788|        3064.0|    929117|               4.1|  male|  1.75|  66.0|             judo|           0|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.91| 125.0|             judo|           0|
|            Tanzania|       49.14998|        2660.0|  53049231|               5.8|  male|  1.58|  73.0|             judo|           0|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|  male|   1.8|  66.0|             judo|           0|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|  male|   1.9|  81.0|             judo|           0|
|             Ukraine|            0.0|        9214.0|  44713708|              11.3|  male|  1.87| 100.0|             judo|           0|
|              Latvia|      0.6330571|       22092.0|   1974265|              12.8|  male|  1.85| 110.0|             judo|           0|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|  male|  1.68|  60.0|             judo|           0|
|                Cuba|          26.54|        8000.0|  11335108|              14.3|  male|  1.79|  90.0|             judo|           0|
|             Georgia|        3.80347|       10899.0|   4015457|              12.8|  male|  1.82|  80.0|             judo|           0|
|               India|       12.23808|        6125.0|1324517250|               6.4|  male|   1.8|  90.0|             judo|           0|
|             Hungary|       1.330806|       23279.0|   9752970|              11.9|  male|  1.91| 130.0|             judo|           0|
|             Georgia|        3.80347|       10899.0|   4015457|              12.8|  male|  1.75|  95.0|             judo|           0|
|              Turkey|       0.202717|       17906.0|  79827868|               8.0|  male|   1.7|  60.0|             judo|           0|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|  male|  1.85| 100.0|             judo|           0|
|               Samoa|      0.5589933|        4109.0|    194540|              10.3|  male|  1.72|  71.0|             judo|           0|
|               Egypt|       2.366573|       11351.0|  94447071|               7.2|  male|  1.85| 144.0|    weightlifting|           0|
|               Egypt|       2.366573|       11351.0|  94447071|               7.2|  male|   1.6|  62.0|    weightlifting|           0|
|              Poland|    0.004540368|       24838.0|  37989218|              12.2|  male|   1.7|  94.0|    weightlifting|           0|
|             Moldova|        0.16489|        6068.0|   4066013|              11.6|  male|  1.64|  77.0|    weightlifting|           0|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.91| 138.0|    weightlifting|           0|
|                Iran|      0.3843361|       16783.0|  79563991|               9.8|  male|  1.78|  93.0|    weightlifting|           0|
|             Belarus|            0.0|       17628.0|   9445638|              12.3|  male|  1.76|  94.0|    weightlifting|           0|
|             Belarus|            0.0|       17628.0|   9445638|              12.3|  male|   1.9| 136.0|    weightlifting|           0|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.83| 149.0|    weightlifting|           0|
|             Croatia|      0.6206112|       20376.0|   4208611|              11.3|  male|   1.7|  85.0|    weightlifting|           0|
|             Armenia|       1.162991|       10080.0|   2936147|              11.7|  male|   1.8|  77.0|    weightlifting|           0|
|               Spain|       1.169434|       30110.0|  46634131|               9.8|  male|  1.74|  76.0|    weightlifting|           0|
|            Colombia|       4.528075|       13326.0|  48175048|               8.3|  male|  1.74|  76.0|    weightlifting|           0|
|           Sri Lanka|      0.9453691|       11149.0|  21021177|              10.9|  male|  1.65|  62.0|    weightlifting|           0|
|              Cyprus|     0.04114901|       25577.0|   1170189|              12.1|  male|  1.78|  85.0|    weightlifting|           0|
|             Armenia|       1.162991|       10080.0|   2936147|              11.7|  male|   1.7|  84.0|    weightlifting|           0|
|              Poland|    0.004540368|       24838.0|  37989218|              12.2|  male|   1.8| 105.0|    weightlifting|           0|
|          Kazakhstan|     0.01151561|       23842.0|  17830902|              11.7|  male|   1.5|  56.0|    weightlifting|           0|
|              Latvia|      0.6330571|       22092.0|   1974265|              12.8|  male|   1.8| 104.0|    weightlifting|           0|
